Date;Open;High;Low;Close;Volume
2019-01-11 15:01:00.957000;3727.0;3727.0;3709.0;3713.0;62680
2019-01-11 17:00:54.685000;3712.5;3721.0;3703.5;3718.0;48385
2019-01-14 11:00:47.923000;3722.0;3738.0;3721.0;3733.0;71555
2019-01-14 13:00:46.484000;3732.5;3734.0;3722.0;3724.5;75980
2019-01-14 15:00:48.925000;3724.0;3725.0;3697.0;3698.0;61580
2019-01-14 17:00:54.548000;3697.5;3704.5;3687.5;3702.5;63650
2019-01-15 11:00:51.415000;3707.0;3719.5;3697.5;3715.0;62140
2019-01-15 13:00:52.862000;3715.0;3722.5;3698.5;3711.5;91355
2019-01-15 15:00:51.064000;3711.5;3727.5;3708.0;3719.5;76355
2019-01-15 17:00:51.185000;3720.0;3730.0;3717.5;3729.0;57935
2019-01-16 11:00:40.221000;3718.0;3731.0;3712.5;3713.5;55000
2019-01-16 13:00:43.244000;3714.0;3726.5;3711.0;3724.0;66040
2019-01-16 15:00:45.037000;3724.0;3740.0;3721.5;3729.5;82355
2019-01-16 17:00:44.023000;3730.0;3737.5;3720.5;3736.0;62160
2019-01-17 11:00:31.312000;3737.0;3775.5;3729.0;3766.0;107865
2019-01-17 13:00:36.731000;3766.0;3774.0;3758.5;3768.5;111620
2019-01-17 15:00:34.380000;3768.0;3776.0;3755.0;3760.0;88315
2019-01-17 17:00:32.007000;3760.0;3767.5;3740.0;3749.0;69465
2019-01-18 11:00:54.298000;3748.5;3760.0;3742.5;3750.0;66110
2019-01-18 13:00:53.653000;3750.5;3752.5;3729.0;3742.0;71490
2019-01-18 15:00:54.157000;3742.5;3770.0;3733.5;3768.0;92780
2019-01-18 17:00:53.130000;3768.0;3775.0;3754.0;3756.5;63670
2019-01-21 11:00:45.397000;3761.0;3775.5;3761.0;3772.0;38665
2019-01-21 13:01:01.653000;3772.5;3782.0;3770.0;3776.0;36330
2019-01-21 15:00:57.298000;3775.5;3777.5;3762.5;3763.5;28430
2019-01-21 17:00:45.487000;3764.0;3767.0;3758.5;3761.0;26395
2019-01-22 11:00:52.596000;3768.0;3770.5;3747.5;3754.5;66810
2019-01-22 13:00:51.652000;3754.5;3770.0;3752.0;3766.5;56605
2019-01-22 15:00:51.546000;3766.5;3788.0;3766.5;3782.0;93425
2019-01-22 17:00:57.257000;3781.5;3811.5;3776.5;3807.0;107625
2019-01-23 11:01:03.292000;3800.5;3811.5;3786.5;3806.5;86600
2019-01-23 13:00:57.437000;3806.5;3809.0;3793.0;3801.5;84775
2019-01-23 15:01:04.911000;3801.0;3813.5;3794.0;3800.0;76770
2019-01-23 17:01:05.041000;3800.5;3802.5;3761.5;3763.5;81015
2019-01-24 11:00:56.273000;3774.5;3788.0;3767.5;3786.5;64965
2019-01-24 13:00:51.014000;3787.0;3796.0;3770.0;3779.5;112690
2019-01-24 15:00:54.185000;3779.0;3781.0;3739.5;3749.0;117205
2019-01-24 17:00:46.376000;3748.5;3773.5;3748.5;3770.5;70165
2019-01-28 11:00:51.372000;3778.0;3783.5;3757.5;3761.0;99240
2019-01-28 13:00:54.768000;3761.0;3787.5;3751.5;3773.5;92650
2019-01-28 15:00:52.019000;3773.0;3778.5;3761.0;3763.5;94875
2019-01-28 17:00:52.498000;3763.0;3771.0;3762.0;3764.5;56425
2019-01-29 11:00:49.390000;3764.5;3765.5;3732.5;3742.0;102980
2019-01-29 13:00:46.518000;3742.0;3742.5;3726.5;3731.5;99985
2019-01-29 15:00:48.915000;3731.5;3737.5;3724.0;3728.0;75715
2019-01-29 17:00:46.343000;3728.0;3730.5;3718.5;3720.5;52630
2019-01-30 11:01:02.689000;3715.0;3724.0;3705.0;3712.0;81335
2019-01-30 13:00:56.939000;3712.5;3717.5;3702.5;3715.0;95950
2019-01-30 15:00:58.882000;3715.0;3725.0;3714.5;3722.0;60140
2019-01-30 17:00:56.173000;3722.5;3732.0;3706.0;3708.5;66920

